id_fundo,nome_fundo,categoria,data_inicio,patrimonio_inicial,taxa_administracao,data_cota,cotacao,rentabilidade_dia,volume_negociado,z-score
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-12,63.95,-0.027,31759,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-27,68.42,0.041,4813,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-11,63.94,-0.027,216874,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-11,68.32,0.04,806782,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-03,67.23,0.023,371790,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-29,65.27,-0.007,60034,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-05,64.03,-0.025,208101,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-06,64.39,-0.02,148836,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-01,67.97,0.035,481425,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-24,66.46,0.011,402044,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-09,64.3,-0.021,948160,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-13,68.79,0.047,591276,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-22,65.73,0.0,219898,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-12,67.92,0.034,356617,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-28,0.0,0.063,386488,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-20,67.06,0.021,293222,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-26,66.7,0.015,467501,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-31,63.45,-0.034,130917,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-20,64.05,-0.025,481852,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-04,66.93,0.019,121126,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-17,64.54,-0.018,539274,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-08,66.64,0.014,42615,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-19,63.33,-0.036,242988,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-20,67.09,0.021,739990,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-19,67.17,0.022,364329,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-09,65.41,-0.005,132386,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-20,66.04,0.005,657902,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-17,64.41,-0.02,643031,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-03,66.48,0.012,559625,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-01,67.0,0.02,43590,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-08,64.88,-0.013,969638,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-10,65.52,-0.003,332767,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-23,63.95,-0.027,463709,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-15,68.1,0.036,620114,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-21,67.39,0.026,549431,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-25,67.24,0.023,450673,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-02,64.36,-0.021,980128,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-29,65.48,-0.003,91630,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-04,65.81,0.002,545282,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-08,64.67,-0.016,967388,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-26,0.0,0.004,370682,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-05,65.66,-0.001,386962,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-02,300.1268165859564,-0.022,28147,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-27,67.2,0.023,981987,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-15,66.17,0.007,748443,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-06,65.97,0.004,106587,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-05,65.88,0.003,227125,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-28,63.9,-0.027,735770,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-23,65.63,-0.001,643721,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-21,66.34,0.01,524635,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-20,64.19,-0.023,413262,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-16,58.3,-0.113,809373,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-11,64.86,-0.013,568524,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-16,63.59,-0.032,270061,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-26,64.27,-0.022,843893,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-17,66.02,0.005,281054,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-21,64.95,-0.012,323688,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-17,67.72,0.031,674933,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-22,66.97,0.019,991271,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-09,66.57,0.013,684070,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-06,65.55,-0.002,128860,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-06,65.01,-0.011,331077,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-14,65.11,-0.009,285623,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-21,66.08,0.006,155167,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-12,64.55,-0.018,239617,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-15,66.37,0.01,391337,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-07,65.92,0.003,494986,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-18,66.39,0.01,7082,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-11,67.04,0.02,114842,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-13,65.46,-0.004,274517,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-02,66.97,0.019,780432,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-03,66.2,0.008,356829,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-03,66.73,0.016,393001,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-14,67.64,0.03,529049,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-12,66.24,0.008,291853,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-22,300.1268165859564,0.025,758917,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-28,66.91,0.018,763392,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-29,66.79,0.016,496670,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-30,66.49,0.012,676432,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-19,66.85,0.017,596725,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-15,65.12,-0.009,285277,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-02,65.68,-0.0,3878,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-18,62.14,-0.054,363737,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-28,66.9,0.018,936384,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-19,67.09,0.021,811940,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-23,0.0,0.047,15175,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-02,65.12,-0.009,150088,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-07,66.51,0.012,268508,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-08,68.73,0.046,488886,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-23,66.25,0.008,918289,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-04,66.94,0.019,844944,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-27,67.61,0.029,762144,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-16,64.28,-0.022,164717,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-23,62.55,-0.048,808214,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-22,65.24,-0.007,867066,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-26,64.22,-0.023,599769,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-25,65.22,-0.007,723681,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-18,66.36,0.01,416226,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-10,65.12,-0.009,613287,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-21,66.02,0.005,392466,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-07,64.19,-0.023,599521,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-17,66.19,0.007,151525,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-28,77.98,0.187,990096,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-12,65.7,-0.0,44691,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-05,66.52,0.012,468685,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-14,300.1268165859564,-0.015,671783,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-15,67.49,0.027,3315,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-30,65.92,0.003,100202,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-25,64.46,-0.019,781567,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-01,65.27,-0.007,129719,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-06,65.92,0.003,100766,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-18,64.84,-0.013,3101,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-27,66.99,0.02,130799,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-25,67.19,0.023,905454,0.3085678932258103
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-10,66.02,0.005,11417,0.3085678932258103
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-07,51.48,0.03,758743,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-09,49.74,-0.005,700005,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-01,0.0,0.028,410329,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-26,51.25,0.025,619996,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-03,49.7,-0.006,295777,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-08,47.83,-0.043,347615,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-09,49.74,-0.005,700005,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-08,49.86,-0.003,362179,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-10,47.5,-0.05,658424,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-05,48.59,-0.028,379847,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-03,50.37,0.008,168950,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-07,51.48,0.03,758743,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-16,49.94,-0.001,77559,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-24,49.62,-0.007,356498,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-20,47.72,-0.045,430178,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-10,50.48,0.01,246997,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-04,51.71,0.034,822672,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-18,51.07,0.022,47739,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-19,48.95,-0.021,415101,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-21,49.76,-0.005,279192,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-10,48.58,-0.028,588916,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-21,49.33,-0.013,318377,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-21,300.1268165859564,-0.014,415400,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-13,50.17,0.004,159145,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-23,50.74,0.015,56469,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-01,50.83,0.017,416188,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-20,0.0,-0.017,907341,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-18,49.58,-0.008,507165,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-07,51.54,0.031,984250,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-12,50.9,0.018,637124,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-22,49.64,-0.007,676449,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-19,50.22,0.005,935236,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-08,50.5,0.01,885079,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-14,300.1268165859564,-0.013,924102,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-25,48.62,-0.028,419163,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-19,50.3,0.006,559421,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-31,49.14,-0.017,583973,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-28,50.98,0.02,731585,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-11,52.03,0.041,514336,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-21,50.23,0.005,816594,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-13,51.34,0.027,823943,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-18,49.32,-0.013,674584,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-09,50.68,0.014,542104,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-30,50.34,0.007,616698,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-17,52.31,0.046,200305,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-26,50.25,0.005,990371,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-24,50.32,0.007,366519,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-24,49.62,-0.007,356498,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-05,52.15,0.043,996266,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-15,49.63,-0.007,888575,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-05,0.0,-0.05,826791,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-02,49.6,-0.008,669639,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-08,49.86,-0.003,362179,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-28,50.0,0.0,605877,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-25,49.67,-0.006,828659,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-16,49.9,-0.002,250522,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-23,300.1268165859564,-0.009,398829,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-16,49.54,-0.009,201864,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-20,49.72,-0.005,309525,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-22,50.94,0.019,317270,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-25,50.27,0.005,23119,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-15,49.75,-0.005,205042,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-08,47.83,-0.043,347615,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-01,52.6,0.052,603436,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-01,65.04,0.301,449635,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-08,49.18,-0.016,991781,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-27,50.45,0.009,555939,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-28,49.23,-0.015,313850,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-27,51.75,0.035,456163,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-11,50.9,0.018,126231,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-15,49.2,-0.016,181015,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-02,50.64,0.013,386227,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-14,47.47,-0.05,559207,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-19,51.39,0.028,750278,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-04,50.02,0.0,85217,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-14,50.33,0.007,183489,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-12,50.09,0.002,403373,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-03,51.34,0.027,617631,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-08,50.79,0.016,532489,-0.8192280308143304
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-22,50.27,0.006,981923,-0.8192280308143304
