id_fundo,nome_fundo,categoria,data_inicio,patrimonio_inicial,taxa_administracao,data_cota,cotacao,rentabilidade_dia,volume_negociado
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-13,67.04,0.02,31518
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-14,66.89,0.018,651306
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-26,66.17,0.007,552438
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-24,0.0,0.025,179194
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-30,66.93,0.019,950362
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-19,66.03,0.005,621287
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-04,6728.15,0.024,930876
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-04,64.14,-0.024,809074
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-11,64.59,-0.017,407564
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-25,63.49,-0.034,403044
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-24,64.03,-0.026,525909
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-29,67.38,0.025,168192
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-31,66.71,0.015,782799
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-14,64.49,-0.018,750978
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-10,65.63,-0.001,234950
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-12,63.95,-0.027,31759
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-27,68.42,0.041,4813
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-11,63.94,-0.027,216874
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-11,68.32,0.04,806782
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-03,67.23,0.023,371790
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-29,65.27,-0.007,60034
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-05,64.03,-0.025,208101
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-06,64.39,-0.02,148836
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-01,67.97,0.035,481425
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-24,66.46,0.011,402044
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-09,64.3,-0.021,948160
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-13,68.79,0.047,591276
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-22,65.73,0.0,219898
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-12,67.92,0.034,356617
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-28,0.0,0.063,386488
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-20,67.06,0.021,293222
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-26,66.7,0.015,467501
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-31,63.45,-0.034,130917
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-20,64.05,-0.025,481852
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-04,66.93,0.019,121126
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-17,64.54,-0.018,539274
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-08,66.64,0.014,42615
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-19,63.33,-0.036,242988
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-20,67.09,0.021,739990
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-19,67.17,0.022,364329
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-09,65.41,-0.005,132386
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-20,66.04,0.005,657902
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-17,64.41,-0.02,643031
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-03,66.48,0.012,559625
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-01,67.0,0.02,43590
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-08,64.88,-0.013,969638
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-10,65.52,-0.003,332767
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-23,63.95,-0.027,463709
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-15,68.1,0.036,620114
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-21,67.39,0.026,549431
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-25,67.24,0.023,450673
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-02,64.36,-0.021,980128
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-29,65.48,-0.003,91630
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-04,65.81,0.002,545282
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-08,64.67,-0.016,967388
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-26,0.0,0.004,370682
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-05,65.66,-0.001,386962
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-02,6427.47,-0.022,28147
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-27,67.2,0.023,981987
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-15,66.17,0.007,748443
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-06,65.97,0.004,106587
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-05,65.88,0.003,227125
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-28,63.9,-0.027,735770
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-23,65.63,-0.001,643721
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-21,66.34,0.01,524635
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-20,64.19,-0.023,413262
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-16,58.3,-0.113,809373
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-11,64.86,-0.013,568524
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-16,63.59,-0.032,270061
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-26,64.27,-0.022,843893
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-17,66.02,0.005,281054
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-21,64.95,-0.012,323688
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-17,67.72,0.031,674933
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-22,66.97,0.019,991271
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-09,66.57,0.013,684070
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-06,65.55,-0.002,128860
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-06,65.01,-0.011,331077
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-14,65.11,-0.009,285623
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-21,66.08,0.006,155167
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-12,64.55,-0.018,239617
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-15,66.37,0.01,391337
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-07,65.92,0.003,494986
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-18,66.39,0.01,7082
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-11,67.04,0.02,114842
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-13,65.46,-0.004,274517
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-02,66.97,0.019,780432
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-03,66.2,0.008,356829
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-03,66.73,0.016,393001
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-14,67.64,0.03,529049
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-12,66.24,0.008,291853
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-22,6733.09,0.025,758917
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-28,66.91,0.018,763392
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-29,66.79,0.016,496670
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-30,66.49,0.012,676432
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-19,66.85,0.017,596725
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-15,65.12,-0.009,285277
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-02,65.68,-0.0,3878
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-18,62.14,-0.054,363737
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-28,66.9,0.018,936384
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-19,67.09,0.021,811940
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-23,0.0,0.047,15175
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-02,65.12,-0.009,150088
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-07,66.51,0.012,268508
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-08,68.73,0.046,488886
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-23,66.25,0.008,918289
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-04,66.94,0.019,844944
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-27,67.61,0.029,762144
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-16,64.28,-0.022,164717
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-23,62.55,-0.048,808214
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-22,65.24,-0.007,867066
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-26,64.22,-0.023,599769
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-25,65.22,-0.007,723681
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-18,66.36,0.01,416226
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-10,65.12,-0.009,613287
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-21,66.02,0.005,392466
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-07,64.19,-0.023,599521
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-17,66.19,0.007,151525
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-28,77.98,0.187,990096
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-12,65.7,-0.0,44691
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-05,66.52,0.012,468685
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-14,6474.73,-0.015,671783
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-15,67.49,0.027,3315
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-30,65.92,0.003,100202
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-25,64.46,-0.019,781567
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-01,65.27,-0.007,129719
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-05-06,65.92,0.003,100766
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-03-18,64.84,-0.013,3101
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-04-27,66.99,0.02,130799
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-02-25,67.19,0.023,905454
31,Desconhecido,Ações,2002-08-08,2930396.58,1.8,2024-01-10,66.02,0.005,11417
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-07,51.48,0.03,758743
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-09,49.74,-0.005,700005
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-01,0.0,0.028,410329
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-26,51.25,0.025,619996
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-03,49.7,-0.006,295777
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-08,47.83,-0.043,347615
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-09,49.74,-0.005,700005
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-08,49.86,-0.003,362179
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-10,47.5,-0.05,658424
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-05,48.59,-0.028,379847
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-03,50.37,0.008,168950
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-07,51.48,0.03,758743
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-16,49.94,-0.001,77559
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-24,49.62,-0.007,356498
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-20,47.72,-0.045,430178
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-10,50.48,0.01,246997
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-04,51.71,0.034,822672
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-18,51.07,0.022,47739
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-19,48.95,-0.021,415101
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-21,49.76,-0.005,279192
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-10,48.58,-0.028,588916
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-21,49.33,-0.013,318377
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-21,4927.24,-0.014,415400
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-13,50.17,0.004,159145
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-23,50.74,0.015,56469
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-01,50.83,0.017,416188
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-20,0.0,-0.017,907341
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-18,49.58,-0.008,507165
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-07,51.54,0.031,984250
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-12,50.9,0.018,637124
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-22,49.64,-0.007,676449
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-19,50.22,0.005,935236
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-08,50.5,0.01,885079
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-14,4936.2,-0.013,924102
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-25,48.62,-0.028,419163
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-19,50.3,0.006,559421
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-31,49.14,-0.017,583973
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-28,50.98,0.02,731585
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-11,52.03,0.041,514336
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-21,50.23,0.005,816594
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-13,51.34,0.027,823943
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-18,49.32,-0.013,674584
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-09,50.68,0.014,542104
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-30,50.34,0.007,616698
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-17,52.31,0.046,200305
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-26,50.25,0.005,990371
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-24,50.32,0.007,366519
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-24,49.62,-0.007,356498
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-05,52.15,0.043,996266
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-15,49.63,-0.007,888575
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-05,0.0,-0.05,826791
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-02,49.6,-0.008,669639
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-08,49.86,-0.003,362179
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-28,50.0,0.0,605877
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-25,49.67,-0.006,828659
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-16,49.9,-0.002,250522
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-23,4954.62,-0.009,398829
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-16,49.54,-0.009,201864
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-20,49.72,-0.005,309525
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-22,50.94,0.019,317270
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-25,50.27,0.005,23119
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-15,49.75,-0.005,205042
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-08,47.83,-0.043,347615
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-01,52.6,0.052,603436
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-01,65.04,0.301,449635
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-08,49.18,-0.016,991781
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-27,50.45,0.009,555939
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-28,49.23,-0.015,313850
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-27,51.75,0.035,456163
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-11,50.9,0.018,126231
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-15,49.2,-0.016,181015
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-02,50.64,0.013,386227
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-14,47.47,-0.05,559207
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-19,51.39,0.028,750278
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-04,50.02,0.0,85217
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-14,50.33,0.007,183489
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-12,50.09,0.002,403373
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-03,51.34,0.027,617631
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-08,50.79,0.016,532489
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-22,50.27,0.006,981923
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-29,49.42,-0.011,442810
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-05,49.61,-0.008,137952
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-09,0.0,0.028,438044
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-20,5206.62,0.041,227514
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-15,49.79,-0.004,338142
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-06,50.89,0.018,304320
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-30,49.55,-0.009,449330
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-26,48.92,-0.021,441132
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-23,51.1,0.022,633439
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-29,49.82,-0.003,128259
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-13,51.39,0.028,854848
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-03,49.7,-0.006,295777
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-30,52.15,0.043,93003
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-16,52.52,0.051,600681
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-24,50.24,0.005,939991
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-03,50.2,0.004,989228
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-02,50.09,0.002,479780
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-28,52.28,0.046,639393
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-20,0.0,0.014,18132
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-14,50.16,0.003,786921
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-23,46.57,-0.068,412243
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-05,48.62,-0.027,33776
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-07,50.94,0.019,463830
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-02,0.0,-0.028,839976
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-31,50.08,0.002,800273
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-19,48.28,-0.034,849329
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-29,50.84,0.017,172938
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-18,49.3,-0.014,349541
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-11,50.99,0.02,444415
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-02,49.39,-0.012,865097
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-22,49.27,-0.015,915050
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-28,48.27,-0.034,420428
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-27,49.3,-0.014,997625
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-04,51.27,0.026,9697
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-17,49.28,-0.014,224758
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-05-07,51.42,0.028,411446
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-09,48.66,-0.027,765395
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-11,4929.01,-0.014,411928
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-04-29,48.11,-0.038,939057
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-06,51.26,0.025,50968
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-01-16,50.58,0.012,345259
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-23,50.39,0.008,336338
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-02-12,50.04,0.001,419970
173,Desconhecido,Renda Fixa,2014-05-21,893868.0,0.89,2024-03-29,51.23,0.025,95813
